year,lat,lon,num_taps,num_hh,wp_pop_last,num_kiosks,num_scheme_tanks,wp_revenue_model,volume_method,country_name,wp_m3,wp_revenue_USD,quarters_used,wp_type_cat,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,wp_count_within_500m,wp_count_within_1000m,wp_count_within_2000m,wp_count_within_10000m,wp_count_within_20000m,pop_served_last_within_500m,pop_served_last_within_1000m,pop_served_last_within_2000m,pop_served_last_within_5000m,pop_served_last_within_10000m,pop_served_last_within_20000m,Population_Within_500m,Population_Within_1000m,Population_Within_2000m,Population_Within_5000m,Population_Within_10000m,Population_Within_20000m
2023,0.0000,0.0000,0,0,345,0,,waterpoint,unmeasured,1,0,11.24,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,12,131,1216,1216,1216,1864,4900,110532,347.9132961,347.9132961,521.8699441,1609.098994,4424.754279,64520.50195
2024,0.0000,0.0000,0,0,749,0,0,waterpoint,unmeasured,1,0,0,"1,2,3,4",Handpump,,,,,,,,,,,,,3,3,3,12,131,2908,2908,2908,3760,5328,113332,347.9132961,347.9132961,521.8699441,1609.098994,4424.754279,64520.50195
2022,0.0000,0.0000,0,0,324,,,waterpoint,,1,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,6,24,55,67,92,1520,12964,35316,35316,36736,51080,1908.19409,7361.790218,21419.19639,24433.91723,26291.36803,35530.99129
2023,0.0000,0.0000,0,0,805,0,,waterpoint,unmeasured,1,0,11.24,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,6,24,55,67,92,3044,20404,57284,59948,60608,67376,1908.19409,7361.790218,21419.19639,24433.91723,26291.36803,35530.99129
2024,0.0000,0.0000,0,0,312,0,0,waterpoint,unmeasured,1,0,0,"1,2,3,4",Handpump,,,,,,,,,,,,,6,24,55,67,92,3104,14912,49572,52324,55040,74196,1908.19409,7361.790218,21419.19639,24433.91723,26291.36803,35530.99129
2022,0.0000,0.0000,0,0,606,,,waterpoint,,1,0,21.89,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,13,16,16,19,31,9468,11252,11252,11252,12280,16640,4011.21412,5553.988782,5855.600514,6221.107265,7344.521431,9474.875384
2023,0.0000,0.0000,0,0,727,0,,waterpoint,unmeasured,1,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,13,16,16,19,31,8140,10832,10832,10832,11860,17492,4011.21412,5553.988782,5855.600514,6221.107265,7344.521431,9474.875384
2024,0.0000,0.0000,0,0,468,0,0,waterpoint,unmeasured,1,0,0,"1,2,3,4",Handpump,,,,,,,,,,,,,13,16,16,19,31,8904,10428,10428,10428,11404,16792,4011.21412,5553.988782,5855.600514,6221.107265,7344.521431,9474.875384
2023,0.0000,0.0000,0,0,153,0,,waterpoint,unmeasured,1,0,20.65,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,16,111,0,0,2880,6240,11172,45548,326.736763,428.1378273,2304.057518,4089.269187,7776.800521,47950.07338
2024,0.0000,0.0000,0,0,158,0,0,waterpoint,unmeasured,1,0,0,"1,2,3,4",Handpump,,,,,,,,,,,,,1,1,6,16,111,0,0,4220,8608,12260,68680,326.736763,428.1378273,2304.057518,4089.269187,7776.800521,47950.07338
2023,0.0000,0.0000,0,0,227,0,,waterpoint,unmeasured,1,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,17,26,908,3036,3036,4100,10668,14064,129.3940039,547.4361703,726.5970987,925.664797,1395.877434,1998.45153
2024,0.0000,0.0000,0,0,227,0,0,waterpoint,unmeasured,1,0,0,"1,2,3,4",Handpump,,,,,,,,,,,,,3,5,5,17,26,744,1816,1816,2272,6356,9620,129.3940039,547.4361703,726.5970987,925.664797,1395.877434,1998.45153
2022,0.0000,0.0000,0,0,134,,,waterpoint,,1,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,18,43,0,0,2176,3496,10744,47516,176.1463962,314.0000976,673.951429,1301.951624,2933.220424,18834.36642
2024,0.0000,0.0000,0,0,149,0,0,waterpoint,unmeasured,1,0,0,"1,2,3,4",Handpump,,,,,,,,,,,,,1,1,3,18,43,0,0,2236,4860,13336,42828,176.1463962,314.0000976,673.951429,1301.951624,2933.220424,18834.36642
2022,0.0000,0.0000,0,0,426,,,waterpoint,,1,0,21.89,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,11,11,13,28,40,5720,5720,5720,7728,10420,17536,1903.255622,3128.3397,3376.273383,5257.652504,8538.579603,17010.00418
2023,0.0000,0.0000,0,0,511,0,,waterpoint,unmeasured,1,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,11,11,13,28,40,7240,7240,8600,12176,13948,16700,1903.255622,3128.3397,3376.273383,5257.652504,8538.579603,17010.00418
2024,0.0000,0.0000,0,0,378,0,0,waterpoint,unmeasured,1,0,0,"1,2,3,4",Handpump,,,,,,,,,,,,,11,11,13,28,40,4852,4852,6268,7844,10660,15252,1903.255622,3128.3397,3376.273383,5257.652504,8538.579603,17010.00418
2023,0.0000,0.0000,0,0,551,0,,waterpoint,unmeasured,1,0,28.5,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,355.6446937,355.6446937,370.1608036,391.9349685,609.6766177,1676.940234
2024,0.0000,0.0000,0,0,629,0,0,waterpoint,unmeasured,1,0,0,"1,2,3,4",Handpump,,,,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,355.6446937,355.6446937,370.1608036,391.9349685,609.6766177,1676.940234
2023,0.0000,0.0000,0,0,269,0,,waterpoint,unmeasured,1,0,28.5,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,106,178,0,0,0,6144,73876,110878,509.4393352,817.2256003,1178.078463,4858.815276,43254.66071,71867.46456
2024,0.0000,0.0000,0,0,355,0,0,waterpoint,unmeasured,1,0,0,"1,2,3,4",Handpump,,,,,,,,,,,,,1,1,1,106,178,0,0,0,4996,82020,124760,509.4393352,817.2256003,1178.078463,4858.815276,43254.66071,71867.46456
2023,0.0000,0.0000,0,0,253,0,,waterpoint,unmeasured,1,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,78,162,1088,1620,1620,12892,30964,73476,667.9664873,1121.448323,1464.623766,7769.48305,37937.62041,531760.6712
2024,0.0000,0.0000,0,0,197,0,0,waterpoint,unmeasured,1,0,0,"1,2,3,4",Handpump,,,,,,,,,,,,,3,5,6,78,162,852,1668,2296,12612,49896,151512,667.9664873,1121.448323,1464.623766,7769.48305,37937.62041,531760.6712
2022,0.0000,0.0000,0,0,672,,,waterpoint,,1,0,27.2,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,5,18,25,110,218,3752,20300,30740,39604,47764,116372,2359.331171,9461.837214,29586.62569,98319.33385,546058.225,1051678.478
2024,0.0000,0.0000,0,0,599,0,0,waterpoint,unmeasured,1,0,0,"1,2,3,4",Handpump,,,,,,,,,,,,,5,18,25,110,218,3360,19364,28176,57720,123536,185016,2359.331171,9461.837214,29586.62569,98319.33385,546058.225,1051678.478
2022,0.0000,0.0000,0,0,416,,,waterpoint,,1,0,48.53,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,11,48,0,0,0,204,680,22200,326.1718676,372.7678486,391.4062411,745.5356973,1332.645059,8138.698499
2023,0.0000,0.0000,0,0,416,0,,waterpoint,unmeasured,1,0,20.65,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,11,48,0,0,0,404,1068,27192,326.1718676,372.7678486,391.4062411,745.5356973,1332.645059,8138.698499
2024,0.0000,0.0000,0,0,416,0,0,waterpoint,unmeasured,1,0,0,"1,2,3,4",Handpump,,,,,,,,,,,,,2,2,2,11,48,0,0,0,200,740,1888,326.1718676,372.7678486,391.4062411,745.5356973,1332.645059,8138.698499
2022,0.0000,0.0000,0,0,30,,,waterpoint,,1,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,8,24,109,237,307,484,1800,17720,21640,27148,37284,513.1187493,1349.593397,13430.55544,20147.83254,29385.80461,51662.05503
2024,0.0000,0.0000,0,0,50,0,0,waterpoint,unmeasured,1,0,0,"1,2,3,4",Handpump,,,,,,,,,,,,,8,24,109,237,307,4732,6880,40460,74684,87884,109104,513.1187493,1349.593397,13430.55544,20147.83254,29385.80461,51662.05503
2022,0.0000,0.0000,0,0,123,,,waterpoint,,1,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,46,73,704,3228,3228,5412,46616,66008,409.9340737,819.8681474,819.8681474,1770.530602,31848.3007,44697.55453
2022,0.0000,0.0000,0,0,348,,,waterpoint,,1,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,15,25,33,61,73,9136,19560,35560,37508,56576,62232,3081.207761,9089.562894,23168.3122,26979.80371,35695.59315,44081.32686
2024,0.0000,0.0000,0,0,334,0,0,waterpoint,unmeasured,1,0,26.13,"1,2,3,4",Handpump,,,,,,,,,,,,,15,25,33,61,73,9192,21860,37860,37860,54972,57088,3081.207761,9089.562894,23168.3122,26979.80371,35695.59315,44081.32686
2022,0.0000,0.0000,0,0,565,,,waterpoint,,1,0,22.56,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,29,85,0,1596,1996,2932,6548,12128,1927.664513,3800.565829,5202.503656,5826.804095,7005.469362,16224.46226
2023,0.0000,0.0000,0,0,1000,0,,waterpoint,unmeasured,1,0,28.5,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,29,85,0,1532,2544,4960,9896,35386,1927.664513,3800.565829,5202.503656,5826.804095,7005.469362,16224.46226
2023,0.0000,0.0000,0,0,1000,0,,waterpoint,unmeasured,1,0,11.24,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,62,308,2422,2422,5806,10036,30266,120132,3563.41438,4389.713367,6455.460833,10225.44996,24895.03946,65669.16201
2024,0.0000,0.0000,0,0,1000,0,0,waterpoint,unmeasured,1,0,26.13,"1,2,3,4",Handpump,,,,,,,,,,,,,3,3,5,62,308,4000,4000,4680,7064,18988,107364,3563.41438,4389.713367,6455.460833,10225.44996,24895.03946,65669.16201
2022,0.0000,0.0000,0,0,166,,,waterpoint,,1,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,52,143,688,688,1388,2720,7432,28896,470.9634889,481.9161281,690.0162744,1325.269352,5039.791057,32589.56451
2023,0.0000,0.0000,0,0,249,0,,waterpoint,unmeasured,1,0,28.5,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,52,143,1168,1168,2280,4472,12166,71046,470.9634889,481.9161281,690.0162744,1325.269352,5039.791057,32589.56451
2024,0.0000,0.0000,0,0,93,0,0,waterpoint,unmeasured,1,0,66.89,"1,2,3,4",Handpump,,,,,,,,,,,,,5,5,11,52,143,372,372,772,1652,3608,34796,470.9634889,481.9161281,690.0162744,1325.269352,5039.791057,32589.56451
2022,0.0000,0.0000,0,0,108,,,waterpoint,,1,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,24,27,432,432,432,8140,32060,35512,632.5782933,1138.640928,1229.009255,4825.668694,16040.31624,34955.54973
2022,0.0000,0.0000,0,0,403,,,waterpoint,,1,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,6,14,23,39,62,2680,6896,16120,18636,24368,35072,3135.631868,6161.881228,9122.501084,10960.1272,12331.05462,16978.82631
2023,0.0000,0.0000,0,0,358,0,,waterpoint,unmeasured,1,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,99,214,0,0,0,30336,85088,151532,508.6350316,600.5570252,661.8383543,12213.36889,60966.18368,994087.6592
2024,0.0000,0.0000,0,0,357,0,0,waterpoint,unmeasured,1,0,9.75,"1,2,3,4",Handpump,,,,,,,,,,,,,1,1,1,99,214,0,0,0,8212,37064,135288,508.6350316,600.5570252,661.8383543,12213.36889,60966.18368,994087.6592
2022,0.0000,0.0000,0,0,813,,,waterpoint,,1,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,6,14,25,107,224,8000,16200,30176,39040,47200,117956,2163.230917,8922.561518,30775.48348,131829.0573,598870.2899,1053359.789
2024,0.0000,0.0000,0,0,779,0,0,waterpoint,unmeasured,1,0,0,"1,2,3,4",Handpump,,,,,,,,,,,,,6,14,25,107,224,8668,15812,27456,59864,120544,184972,2163.230917,8922.561518,30775.48348,131829.0573,598870.2899,1053359.789
2022,0.0000,0.0000,0,0,141,,,waterpoint,,1,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,116,183,0,0,2668,13320,85512,105272,148.5864728,254.7196676,923.3587951,11434.99209,56852.56459,75640.79555
2023,0.0000,0.0000,0,0,141,0,,waterpoint,unmeasured,1,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,116,183,0,0,2668,22480,97980,123156,148.5864728,254.7196676,923.3587951,11434.99209,56852.56459,75640.79555
2024,0.0000,0.0000,0,0,162,0,0,waterpoint,unmeasured,1,0,0,"1,2,3,4",Handpump,,,,,,,,,,,,,1,1,7,116,183,0,0,2460,18344,95396,129232,148.5864728,254.7196676,923.3587951,11434.99209,56852.56459,75640.79555
2023,0.0000,0.0000,0,0,798,0,,waterpoint,unmeasured,1,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,34,108,0,4000,7752,8936,29855,53475,744.7794707,2519.107033,4392.00835,5235.361574,12705.37899,31788.28112
2024,0.0000,0.0000,0,0,588,0,0,waterpoint,unmeasured,1,0,26.13,"1,2,3,4",Handpump,,,,,,,,,,,,,1,3,7,34,108,0,2508,7440,9448,19244,28332,744.7794707,2519.107033,4392.00835,5235.361574,12705.37899,31788.28112
2022,0.0000,0.0000,0,0,519,,,waterpoint,,1,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,18,75,0,0,1876,2076,9376,58596,890.2175384,1213.933007,4853.234588,7698.377379,12595.39569,42125.50131
2024,0.0000,0.0000,0,0,693,0,0,waterpoint,unmeasured,1,0,26.13,"1,2,3,4",Handpump,,,,,,,,,,,,,1,2,6,18,75,0,1064,5824,8644,17520,70052,890.2175384,1213.933007,4853.234588,7698.377379,12595.39569,42125.50131
2022,0.0000,0.0000,0,0,434,,,waterpoint,,1,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,16,1704,1704,1704,1704,3196,23604,2254.672724,2664.61322,2726.104294,2910.577517,3902.932487,17393.44721
2022,0.0000,0.0000,0,0,90,,,waterpoint,,1,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,2264,8924,21924,471.4315697,512.4256192,635.4077678,1866.098344,7043.25013,19783.48648
2022,0.0000,0.0000,0,0,283,,,waterpoint,,1,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,8,15,1132,1132,1132,4712,14856,28524,595.2828084,698.8102533,698.8102533,4001.092049,7537.872611,25752.3532
2022,0.0000,0.0000,0,0,805,,,waterpoint,,1,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,0,0,12408,12768,23992,1475.26609,2665.831707,2691.713568,4956.376426,7002.345631,26409.65499
2022,0.0000,0.0000,0,0,291,,,waterpoint,,1,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,8,15,2608,2608,8980,12200,18168,26048,427.0507104,439.991641,2316.42658,4490.502924,10691.82311,27449.59512
2022,0.0000,0.0000,0,0,326,,,waterpoint,,1,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,9,16,2468,5140,8840,12060,19260,26960,439.991641,789.3967676,1759.966564,4412.85734,11778.86128,27682.11905
2022,0.0000,0.0000,0,0,326,,,waterpoint,,1,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,10,16,2468,5140,8840,12060,20496,26960,439.991641,789.3967676,1552.911674,4412.85734,11978.36008,27793.91925
2022,0.0000,0.0000,0,0,668,,,waterpoint,,1,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,17,0,6308,7472,10692,20328,26084,349.4051267,1242.329339,1371.738645,4425.798271,12555.08853,28377.76475
2023,0.0000,0.0000,0,0,383,0,,waterpoint,unmeasured,1,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,1,5,10,45,111,0,2922,10218,12060,26996,57737,438.105571,996.6901741,2705.301901,4413.913628,10503.58107,30613.69461
2024,0.0000,0.0000,0,0,326,0,0,waterpoint,unmeasured,1,0,26.13,"1,2,3,4",Handpump,,,,,,,,,,,,,1,5,10,45,111,0,808,1652,2984,12844,26616,438.105571,996.6901741,2705.301901,4413.913628,10503.58107,30613.69461
2022,0.0000,0.0000,0,0,308,,,waterpoint,,1,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,17,6140,6140,6140,6552,15532,27828,1889.37587,3325.819169,4749.321536,6975.161603,13940.86646,26397.96228
2022,0.0000,0.0000,0,0,300,,,waterpoint,,1,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,7,17,2468,6172,6172,6584,14008,27860,1488.207021,3067.000556,4749.321536,7026.925325,14381.63263,26389.8875
2022,0.0000,0.0000,0,0,487,,,waterpoint,,1,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,73,0,0,0,38904,48944,61676,484.4675417,695.6457009,941.2333661,26636.53674,33047.38648,44182.35115
2022,0.0000,0.0000,0,0,1000,,,waterpoint,,1,0,22.56,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,3,10,33,63,75,4000,14312,32952,36988,54636,60068,4645.513239,15406.0388,24945.93206,26969.01738,36683.02867,43972.43401
2024,0.0000,0.0000,0,0,1000,0,0,waterpoint,unmeasured,1,0,54.03,"1,2,3,4",Handpump,,,,,,,,,,,,,3,10,33,63,75,4000,19704,35196,36860,53000,55080,4645.513239,15406.0388,24945.93206,26969.01738,36683.02867,43972.43401
2022,0.0000,0.0000,0,0,141,,,waterpoint,,1,0,21.89,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,108,145,564,564,564,24936,38020,52720,176.9352063,212.9262346,362.3174441,13067.09108,24040.64957,48025.71551
2023,0.0000,0.0000,0,0,141,0,,waterpoint,unmeasured,1,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,108,145,706,706,706,34818,50178,69249,176.9352063,212.9262346,362.3174441,13067.09108,24040.64957,48025.71551
2024,0.0000,0.0000,0,0,234,0,0,waterpoint,unmeasured,1,0,0,"1,2,3,4",Handpump,,,,,,,,,,,,,5,5,5,108,145,1404,1404,1404,27236,40360,56000,176.9352063,212.9262346,362.3174441,13067.09108,24040.64957,48025.71551
2023,0.0000,0.0000,0,0,57,0,,waterpoint,unmeasured,1,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,15,41,143,243,313,3144,11240,48282,72336,86814,120328,675.5557498,2274.118007,8669.88514,20075.27788,33041.03393,51818.59399
2024,0.0000,0.0000,0,0,50,0,0,waterpoint,unmeasured,1,0,0,"1,2,3,4",Handpump,,,,,,,,,,,,,15,41,143,243,313,4804,12072,52208,74884,89104,109504,675.5557498,2274.118007,8669.88514,20075.27788,33041.03393,51818.59399
2022,0.0000,0.0000,0,0,215,,,waterpoint,,1,0,49.09,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,15,22,25,118,157,6132,11544,12780,35916,43340,52424,1924.170368,3726.697782,4404.078934,17137.90653,21092.44468,55820.02542
2023,0.0000,0.0000,0,0,355,0,,waterpoint,unmeasured,1,0,49.15,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,15,22,25,118,157,6112,12082,13266,46194,54588,76779,1924.170368,3726.697782,4404.078934,17137.90653,21092.44468,55820.02542
2024,0.0000,0.0000,0,0,289,0,0,waterpoint,unmeasured,1,0,26.13,"1,2,3,4",Handpump,,,,,,,,,,,,,15,22,25,118,157,6152,10152,12032,35984,43156,64840,1924.170368,3726.697782,4404.078934,17137.90653,21092.44468,55820.02542
2022,0.0000,0.0000,0,0,497,,,waterpoint,,1,0,22.56,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,7,10,10,37,116,2308,3024,3024,3024,7920,21384,1978.109871,2771.956596,2771.956596,3097.303614,7781.646194,63331.80528
2023,0.0000,0.0000,0,0,492,0,,waterpoint,unmeasured,1,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,7,10,10,37,116,4376,5204,5204,5204,13222,116286,1978.109871,2771.956596,2771.956596,3097.303614,7781.646194,63331.80528
2024,0.0000,0.0000,0,0,498,0,0,waterpoint,unmeasured,1,0,0,"1,2,3,4",Handpump,,,,,,,,,,,,,7,10,10,37,116,4572,5820,5820,5820,11416,79454,1978.109871,2771.956596,2771.956596,3097.303614,7781.646194,63331.80528
2022,0.0000,0.0000,0,0,846,,,waterpoint,,1,0,49.09,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,18,168,0,0,0,0,4000,27444,464.79318,568.0805533,774.6553,3615.058067,23086.24604,57240.04402
2023,0.0000,0.0000,0,0,846,0,,waterpoint,unmeasured,1,0,28.5,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,18,168,0,0,0,3384,18622,72732,464.79318,568.0805533,774.6553,3615.058067,23086.24604,57240.04402
2024,0.0000,0.0000,0,0,425,0,0,waterpoint,unmeasured,1,0,0,"1,2,3,4",Handpump,,,,,,,,,,,,,2,2,2,18,168,0,0,0,680,16788,60660,464.79318,568.0805533,774.6553,3615.058067,23086.24604,57240.04402
2023,0.0000,0.0000,0,0,255,0,,waterpoint,unmeasured,1,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12,25,36,2556,2556,9948,9948,20652,25964,2867.318172,7880.245534,21961.5878,37505.95879,43443.0035,51194.26383
2024,0.0000,0.0000,0,0,477,0,0,waterpoint,unmeasured,1,0,0,"1,2,3,4",Handpump,,,,,,,,,,,,,3,5,5,21,43,3244,4828,4828,6980,17912,42168,635.6587342,1187.07354,1347.902858,1876.342047,5062.294256,18953.56058
2022,0.0000,0.0000,0,0,204,,,waterpoint,,1,0,21.89,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,7,10,13,31,57,1548,2100,4184,4832,7996,25816,1329.158583,1973.599108,2148.135084,3584.700421,5491.170308,10293.33647
2023,0.0000,0.0000,0,0,198,0,,waterpoint,unmeasured,1,0,54.43,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,7,10,13,31,57,756,1332,3416,3740,7800,24540,1329.158583,1973.599108,2148.135084,3584.700421,5491.170308,10293.33647
2024,0.0000,0.0000,0,0,245,0,0,waterpoint,unmeasured,1,0,9.75,"1,2,3,4",Handpump,,,,,,,,,,,,,7,10,13,31,57,2108,3156,3964,4164,7316,19204,1329.158583,1973.599108,2148.135084,3584.700421,5491.170308,10293.33647
2024,0.0000,0.0000,0,0,989,0,0,waterpoint,unmeasured,1,0,0,"1,2,3,4",Handpump,,,,,,,,,,,,,4,27,33,63,75,7748,31096,35240,36904,53044,55124,4906.230819,16721.4775,25491.06882,27076.16648,36189.93924,44487.83167
2022,0.0000,0.0000,0,0,578,,,waterpoint,,1,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,8,27,33,61,73,3724,25604,34640,38676,55656,61312,3863.3605,14955.70844,25514.77042,27109.13563,35962.80818,44091.81107
2022,0.0000,0.0000,0,0,313,,,waterpoint,,1,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,9,9,11,55,75,6896,6896,10896,12984,51272,62816,2064.795148,2245.653117,2954.013496,4124.207493,34006.24138,42932.28716
2024,0.0000,0.0000,0,0,313,0,0,waterpoint,unmeasured,1,0,0,"1,2,3,4",Handpump,,,,,,,,,,,,,9,9,11,55,75,7804,7804,11804,14652,55548,57828,2064.795148,2245.653117,2954.013496,4124.207493,34006.24138,42932.28716
2024,0.0000,0.0000,0,0,296,0,0,waterpoint,unmeasured,1,0,0,"1,2,3,4",Handpump,,,,,,,,,,,,,0,0,0,59,75,0,0,0,17212,56400,59148,168.8469095,211.0586368,479.4004984,9528.616026,34476.06343,43794.91517
2024,0.0000,0.0000,0,0,77,0,0,waterpoint,unmeasured,1,0,0,"1,2,3,4",Handpump,,,,,,,,,,,,,2,2,2,5,12,248,248,248,248,4012,7384,182.9174852,182.9174852,182.9174852,182.9174852,1449.269306,3278.444159
2022,0.0000,0.0000,0,0,320,,,waterpoint,,1,0,27.2,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,9,14,0,0,0,0,1420,5068,816.0933957,1069.36376,1167.85779,1252.281245,1730.680822,3658.349705
2024,0.0000,0.0000,0,0,320,0,0,waterpoint,unmeasured,1,0,0,"1,2,3,4",Handpump,,,,,,,,,,,,,2,2,2,9,14,2484,2484,2484,2484,4504,8012,816.0933957,1069.36376,1167.85779,1252.281245,1730.680822,3658.349705
2022,0.0000,0.0000,0,0,436,,,waterpoint,,1,0,27.2,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,20,41,4940,4940,4940,6956,9216,16868,1087.493386,1100.91923,1154.622607,1671.252005,2118.208533,7691.64248
2023,0.0000,0.0000,0,0,436,0,,waterpoint,unmeasured,1,0,39.74,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,20,41,3216,3216,3216,5264,6412,10944,1087.493386,1100.91923,1154.622607,1671.252005,2118.208533,7691.64248
2024,0.0000,0.0000,0,0,378,0,0,waterpoint,unmeasured,1,0,0,"1,2,3,4",Handpump,,,,,,,,,,,,,8,8,8,20,41,1448,1448,1448,2956,5544,12236,1087.493386,1100.91923,1154.622607,1671.252005,2118.208533,7691.64248
2022,0.0000,0.0000,0,0,399,,,waterpoint,,1,0,22.56,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,27,85,400,2660,2660,3460,6912,12792,1117.169206,3877.234304,5147.74046,5717.277702,6863.085051,15772.91051
2023,0.0000,0.0000,0,0,383,0,,waterpoint,unmeasured,1,0,49.15,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,27,85,1012,5012,5012,6788,11594,37854,1117.169206,3877.234304,5147.74046,5717.277702,6863.085051,15772.91051
2024,0.0000,0.0000,0,0,76,0,0,waterpoint,unmeasured,1,0,40.76,"1,2,3,4",Handpump,,,,,,,,,,,,,3,5,5,27,85,0,0,0,400,1908,11328,1117.169206,3877.234304,5147.74046,5717.277702,6863.085051,15772.91051
