year,lat,lon,num_taps,num_hh,wp_pop_last,num_kiosks,num_scheme_tanks,wp_revenue_model,volume_method,country_name,wp_m3,wp_revenue_USD,quarters_used,wp_type_cat,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,wp_count_within_500m,wp_count_within_1000m,wp_count_within_2000m,wp_count_within_10000m,wp_count_within_20000m,pop_served_last_within_500m,pop_served_last_within_1000m,pop_served_last_within_2000m,pop_served_last_within_5000m,pop_served_last_within_10000m,pop_served_last_within_20000m,Population_Within_500m,Population_Within_1000m,Population_Within_2000m,Population_Within_5000m,Population_Within_10000m,Population_Within_20000m
2022,0.0000,0.0000,0,0,540,0,,waterpoint,estimated,5,6840,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,22,52,4260,4260,4260,21640,45840,114180,635.0894189,849.0610047,1881.180785,16765.47545,55627.78571,169661.8942
2022,0.0000,0.0000,0,0,275,,,waterpoint,,9,0,105.84,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,28,0,0,0,2700,9160,24060,79.8174192,478.9045152,1755.983222,6819.277203,26224.43827,149319.3699
2022,0.0000,0.0000,0,0,185,,,waterpoint,,9,0,227.53,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23,0,0,0,1700,8000,22420,136.8298615,444.6970498,1961.228015,3808.431144,22356.77814,122863.8512
2022,0.0000,0.0000,0,0,200,,,waterpoint,,9,0,12.96,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,25,0,0,0,2140,11760,22360,34.20746537,136.8298615,330.6721652,5872.281555,27901.5857,113420.6097
2022,0.0000,0.0000,0,0,180,,,waterpoint,,9,0,92.74,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,29,0,0,0,3400,15200,25040,182.4398153,505.8649856,1647.278299,11283.37205,36935.6402,170057.1148
2022,0.0000,0.0000,0,0,350,,,waterpoint,,9,0,111.36,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,26,0,0,0,4100,12660,21760,57.01244228,752.5642381,1356.896126,6385.393536,27043.68592,106330.2259
2022,0.0000,0.0000,0,0,250,,,waterpoint,,7,365,45.78,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,8,19,24,107,256,8000,19000,24000,53000,139392,288624,1527.404121,4664.457199,14522.08841,51747.86985,392756.7453,1080079.211
2022,0.0000,0.0000,0,0,250,,,waterpoint,,7,365,63.59,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,6,21,23,100,256,6000,21000,23000,52000,128392,288624,1163.176984,3360.289066,7625.271341,47044.34921,393265.8681,1064807.253
2022,0.0000,0.0000,0,0,250,,,waterpoint,,7,365,45.78,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,4,17,30,126,255,4000,17000,30000,48000,156624,285624,1174.926247,3219.297916,10844.56926,47302.83298,354795.0373,1008686.692
2022,0.0000,0.0000,0,0,400,,,waterpoint,,9,0,194.78,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,0,0,0,6900,9820,20760,262.2572345,843.7841458,2383.89138,8634.654751,28856.55875,144835.7501
2022,0.0000,0.0000,0,0,200,,,waterpoint,,9,0,119.44,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,26,0,0,0,4600,12020,21560,102.6223961,273.659723,1179.828439,9542.606578,34259.92189,189384.8503
2022,0.0000,0.0000,0,0,150,,,waterpoint,,9,0,121.54,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,14,65,0,1200,1800,4200,12860,29380,217.8696012,1379.840807,5818.933931,23558.00504,108712.4956,423324.9148
2022,0.0000,0.0000,0,0,200,,,waterpoint,,9,0,87.18,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,50,0,0,0,3200,12120,27580,172.4801009,417.5834022,2780.842797,23227.64207,121980.3349,502958.5547
2022,0.0000,0.0000,0,0,125,,,waterpoint,,9,0,171.98,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,54,0,0,0,4000,11960,21660,190.635901,708.0762038,3631.160019,17731.23137,89424.68836,399628.4338
2022,0.0000,0.0000,0,0,200,,,waterpoint,,9,0,99.82,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,14,23,0,2500,3100,6100,11420,19360,91.21990765,547.3194459,1630.555849,6761.675655,21383.22868,108135.6011
2022,0.0000,0.0000,0,0,200,,,waterpoint,,9,0,176.42,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,29,0,0,0,3720,14020,24960,547.3194459,935.0040534,2029.642945,9796.564914,37821.69955,191098.8744
2022,0.0000,0.0000,0,0,150,,,waterpoint,,9,0,132.85,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,23,0,0,3300,4900,10820,19560,148.2323499,513.1119805,1596.348384,6693.260724,21927.04049,100958.2857
2022,0.0000,0.0000,0,0,200,,,waterpoint,,9,0,252.12,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,14,24,1700,2500,3100,7100,11420,19360,410.4895844,798.174192,1881.410595,7126.555285,21810.25392,106469.7786
2022,0.0000,0.0000,0,0,225,,,waterpoint,,9,0,408.31,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,24,0,600,600,2440,5840,23060,478.9045152,775.369215,1687.568292,6204.794024,25139.63754,152250.9715
2022,0.0000,0.0000,0,0,150,,,waterpoint,,9,0,267.59,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,24,0,900,900,2000,6140,23360,22.80497691,684.1493074,1630.555849,6048.351162,24771.2339,157528.7813
2022,0.0000,0.0000,0,0,300,,,waterpoint,,9,0,405.06,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,29,0,0,0,1820,9460,24560,182.4398153,524.514469,1306.167162,9961.215387,33247.95562,130950.0405
2022,0.0000,0.0000,0,0,400,,,waterpoint,,9,0,367.98,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,35,0,0,0,800,4800,29720,591.2900464,948.1030055,2089.904474,15251.46037,43419.39866,224875.3416
2022,0.0000,0.0000,0,0,350,,,waterpoint,,9,0,227.33,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,31,0,0,0,720,8420,25260,244.6717434,509.7327986,2520.49569,11966.97349,48650.12877,218799.4134
2022,0.0000,0.0000,0,0,150,,,waterpoint,,9,0,122.3,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,73,0,0,2600,4200,11360,28180,181.558001,625.1196156,3430.226523,23508.06393,127981.1889,435217.9723
2022,0.0000,0.0000,0,0,125,,,waterpoint,,9,0,197.31,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,92,0,960,960,960,960,3060,52.98374687,220.765612,821.2480766,6327.786302,44202.20068,199301.4028
2022,0.0000,0.0000,0,0,250,,,waterpoint,,7,365,68.63,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,2,6,26,211,258,3032,13032,52312,145592,239624,290624,2091.368719,8929.439475,33441.18805,84477.60488,131553.5535,558860.9361
2022,0.0000,0.0000,0,0,140,,,waterpoint,,9,0,242.86,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,13,100,0,900,900,900,900,3000,150.1206161,423.869975,944.8768193,6803.98911,48432.00195,202783.5507
2022,0.0000,0.0000,0,0,100,,,waterpoint,,9,0,179.71,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,11,100,0,1060,1060,1060,1060,3160,132.4593672,264.9187344,859.8562428,7620.416215,52744.25995,207181.9689
2022,0.0000,0.0000,0,0,150,,,waterpoint,,9,0,211.13,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,89,0,0,0,0,300,22780,282.5799833,821.2480766,3175.053848,19808.30937,114671.2865,318803.1429
2022,0.0000,0.0000,0,0,250,,,waterpoint,,7,365,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,176,256,3000,3000,9000,63296,204624,288624,516.9675486,1257.171084,2808.270989,26339.17809,130107.6462,465192.5925
2022,0.0000,0.0000,0,0,250,,,waterpoint,,7,365,60,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,1,3,18,164,258,1000,3000,18000,51008,194624,290624,2232.359869,7613.522079,19762.25947,57427.85117,286535.2453,917333.164
2022,0.0000,0.0000,0,0,250,,,waterpoint,,7,365,65.78,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,7,28,136,255,0,7000,28000,47000,166624,285624,234.9852493,1832.884945,6720.578131,44468.08101,326751.9077,961070.8419
2022,0.0000,0.0000,0,0,250,,,waterpoint,,7,365,55.78,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,171,256,1000,2000,9000,50232,199624,288624,0,11.74926247,610.9616483,15768.70189,117621.5185,327810.814
2022,0.0000,0.0000,0,0,250,,,waterpoint,,7,365,60.78,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,164,256,0,2000,7000,46000,192624,288624,0,11.74926247,117.4926247,11906.37176,114080.9164,292566.8412
2022,0.0000,0.0000,0,0,250,,,waterpoint,,7,365,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,15,31,56,192,259,14200,32200,54296,130520,220624,291624,1519.457521,4316.963424,12716.75067,59387.7474,114396.2631,437348.2829
2022,0.0000,0.0000,0,0,250,,,waterpoint,,7,365,50.78,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,5,16,57,192,259,5000,16000,58200,123520,220624,291624,340.8129019,1079.240856,8023.303731,52680.96682,109720.7065,352561.5414
2023,0.0000,0.0000,0,0,250,0,,waterpoint,unmeasured,10,0,19.87,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,11,35,1000,1000,2200,2400,2600,12500,398.4846009,1009.858235,1845.038289,4285.074133,9629.13474,32828.47435
2022,0.0000,0.0000,0,0,250,,,waterpoint,,2,365,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,65,165,0,0,4000,17432,42024,86656,18.26333824,18.26333824,54.79001471,590.6085779,3023.877273,86181.25767
2023,0.0000,0.0000,0,0,250,0,,waterpoint,unmeasured,2,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,65,165,0,0,4000,17632,42200,84248,18.26333824,18.26333824,54.79001471,590.6085779,3023.877273,86181.25767
2022,0.0000,0.0000,0,0,250,,,waterpoint,,2,365,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,77,166,0,1000,2000,17432,56560,86656,0,13.4025122,13.4025122,674.7045112,14911.00755,87950.42898
2023,0.0000,0.0000,0,0,250,0,,waterpoint,unmeasured,2,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,77,166,0,1000,2000,17432,54344,84248,0,13.4025122,13.4025122,674.7045112,14911.00755,87950.42898
2022,0.0000,0.0000,0,0,250,,,waterpoint,,2,365,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,57,141,0,1000,1000,8464,26088,78128,0,0,36.52667647,851.1561392,12696.86249,92589.73625
2023,0.0000,0.0000,0,0,250,0,,waterpoint,unmeasured,2,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,57,141,0,1000,1000,8664,31048,80328,0,0,36.52667647,851.1561392,12696.86249,92589.73625
2022,0.0000,0.0000,0,0,250,,,waterpoint,,2,365,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,60,141,0,1000,1032,9464,29488,78128,0,0,127.8433676,978.9995068,11000.41361,91533.50024
2023,0.0000,0.0000,0,0,250,0,,waterpoint,unmeasured,2,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,60,141,0,1000,1032,9664,33448,80328,0,0,127.8433676,978.9995068,11000.41361,91533.50024
2022,0.0000,0.0000,0,0,250,,,waterpoint,,2,365,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,76,163,0,1000,1000,16400,56528,86624,0,0,26.8050244,867.3414704,20340.064,86905.31645
2023,0.0000,0.0000,0,0,250,0,,waterpoint,unmeasured,2,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,76,163,0,1000,1000,16400,54320,84216,0,0,26.8050244,867.3414704,20340.064,86905.31645
2022,0.0000,0.0000,0,0,250,,,waterpoint,,2,365,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,150,0,0,0,10464,28960,83592,0,0,36.52667647,835.3936952,14026.15982,97446.21068
2023,0.0000,0.0000,0,0,250,0,,waterpoint,unmeasured,2,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,150,0,0,0,10664,33896,84792,0,0,36.52667647,835.3936952,14026.15982,97446.21068
2022,0.0000,0.0000,0,0,250,,,waterpoint,,2,365,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,90,149,0,1000,6800,21232,60408,89032,18.26333824,36.52667647,146.1067059,1094.620328,11346.95772,47714.99609
2023,0.0000,0.0000,0,0,250,0,,waterpoint,unmeasured,2,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,90,149,0,1000,4216,18656,56400,84040,18.26333824,36.52667647,146.1067059,1094.620328,11346.95772,47714.99609
2022,0.0000,0.0000,0,0,250,,,waterpoint,,2,365,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,54,199,0,2000,5464,10264,28696,127956,18.26333824,18.26333824,694.0068529,1972.440529,11871.16985,37835.55952
2023,0.0000,0.0000,0,0,250,0,,waterpoint,unmeasured,2,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,54,199,0,2000,2048,6656,19720,120000,18.26333824,18.26333824,694.0068529,1972.440529,11871.16985,37835.55952
2022,0.0000,0.0000,0,0,250,,,waterpoint,,2,365,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,93,149,0,2000,4200,21232,63408,89032,36.52667647,54.79001471,164.3700441,1071.496164,11318.97273,49579.74137
2023,0.0000,0.0000,0,0,250,0,,waterpoint,unmeasured,2,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,93,149,0,2000,4008,18656,59400,84040,36.52667647,54.79001471,164.3700441,1071.496164,11318.97273,49579.74137
2022,0.0000,0.0000,0,0,190,,,waterpoint,,9,0,83.62,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,33,0,0,1800,8800,14500,23800,228.1286899,426.8863695,2673.875109,25253.04624,82550.10786,383072.1884
2022,0.0000,0.0000,0,0,250,,,waterpoint,,2,365,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,69,127,0,2400,7840,14336,31804,76332,0,18.26333824,54.79001471,657.4801765,12938.66197,162969.7337
2023,0.0000,0.0000,0,0,250,0,,waterpoint,unmeasured,2,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,69,127,0,2400,6200,16488,30432,69432,0,18.26333824,54.79001471,657.4801765,12938.66197,162969.7337
2022,0.0000,0.0000,0,0,100,,,waterpoint,,9,0,95.39,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,142,0,0,0,400,2920,14040,94.8723403,825.3893606,2759.984563,19764.88109,88738.07077,433155.7241
2022,0.0000,0.0000,0,0,180,,,waterpoint,,9,0,165.75,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,240,0,0,400,1200,2600,3500,85.38510627,303.5914889,1869.253576,13347.51154,84584.92999,380669.0869
2022,0.0000,0.0000,0,0,250,,,waterpoint,,2,365,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,56,124,0,0,0,9920,25416,73332,0,0,18.26333824,1077.536956,6366.995882,159757.1144
2022,0.0000,0.0000,0,0,250,,,waterpoint,,7,365,65.78,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,14,27,56,200,259,13200,28200,54296,128520,228624,291624,1533.658058,4260.161273,12915.98102,58275.87041,115962.1558,451069.4992
2022,0.0000,0.0000,0,0,250,,,waterpoint,,7,365,68.59,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,1,5,11,180,257,1000,5000,11000,93272,208624,289624,82.24483727,176.238937,634.4601732,34055.86071,123172.0327,364983.0179
2022,0.0000,0.0000,0,0,250,,,waterpoint,,7,365,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,1,4,36,208,260,32,3072,44288,158624,236624,292624,2186.882787,9781.550535,30607.91353,77349.43253,126174.8889,524098.6785
2022,0.0000,0.0000,0,0,250,,,waterpoint,,7,365,64.94,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,1,3,15,192,259,1000,3000,15000,140584,220624,291624,170.4064509,241.4091388,1554.113905,57209.59103,109518.4812,351785.3817
2022,0.0000,0.0000,0,0,250,,,waterpoint,,2,365,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,67,117,0,0,3400,16352,30204,69332,18.26333824,36.52667647,36.52667647,1260.170338,13522.96252,189742.5667
2023,0.0000,0.0000,0,0,250,0,,waterpoint,unmeasured,2,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,67,117,0,0,3400,15104,28832,63200,18.26333824,36.52667647,36.52667647,1260.170338,13522.96252,189742.5667
2022,0.0000,0.0000,0,0,250,,,waterpoint,,2,365,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,31,149,0,1000,1000,5032,27560,100884,36.52667647,182.6333824,474.8467941,7703.27018,15988.20626,114942.8437
2023,0.0000,0.0000,0,0,250,0,,waterpoint,unmeasured,2,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,31,149,0,1000,1000,5032,26576,90744,36.52667647,182.6333824,474.8467941,7703.27018,15988.20626,114942.8437
2022,0.0000,0.0000,0,0,250,,,waterpoint,,2,365,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,72,176,0,0,1032,10096,44808,95168,0,36.52667647,4876.311309,9661.305926,11759.51182,50175.5023
2023,0.0000,0.0000,0,0,250,0,,waterpoint,unmeasured,2,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,72,176,0,0,32,6912,38576,89560,0,36.52667647,4876.311309,9661.305926,11759.51182,50175.5023
2022,0.0000,0.0000,0,0,250,,,waterpoint,,2,365,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,31,140,0,1000,1000,4064,27560,92684,36.52667647,146.1067059,474.8467941,7668.83491,16333.13891,121342.2639
2023,0.0000,0.0000,0,0,250,0,,waterpoint,unmeasured,2,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,31,140,0,1000,1000,4048,26576,85536,36.52667647,146.1067059,474.8467941,7668.83491,16333.13891,121342.2639
2022,0.0000,0.0000,0,0,250,,,waterpoint,,2,365,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,17,130,1000,1000,1000,4064,6128,88444,219.1600588,292.2134118,328.7400882,6885.278515,10109.34336,95229.6928
2023,0.0000,0.0000,0,0,250,0,,waterpoint,unmeasured,2,0,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,17,130,1000,1000,1000,4048,5096,81704,219.1600588,292.2134118,328.7400882,6885.278515,10109.34336,95229.6928
2022,0.0000,0.0000,0,0,250,,,waterpoint,,7,365,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,17,182,3000,4000,4000,6000,19000,212624,2240.211081,5918.582361,10675.57379,31197.01357,41900.04703,158157.5142
2022,0.0000,0.0000,0,0,250,,,waterpoint,,7,365,57.19,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,4,13,20,199,258,4000,13000,20000,96088,229624,290624,1691.893795,4958.188761,14804.07071,79149.21264,187557.6811,685939.4714
2022,0.0000,0.0000,0,0,250,,,waterpoint,,7,365,71.94,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,5,8,9,61,244,5000,8000,9000,28000,60032,272624,617.289713,937.3658606,2034.769795,8897.404898,27722.50481,179319.1793
2022,0.0000,0.0000,0,0,250,,,waterpoint,,7,365,81.25,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,4,11,13,81,250,4000,11000,13000,31000,80032,278624,421.8948525,1163.865853,1443.04672,8509.319234,27584.1983,171287.6297
2022,0.0000,0.0000,0,0,250,,,waterpoint,,10,365,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,55,63,0,200,200,21650,28050,30050,101.8393366,1011.604076,4182.202088,15710.41499,24746.95878,50229.13669
2023,0.0000,0.0000,0,0,250,0,,waterpoint,unmeasured,10,0,5.34,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,55,63,0,200,2200,26450,32850,38850,101.8393366,1011.604076,4182.202088,15710.41499,24746.95878,50229.13669
2022,0.0000,0.0000,0,0,250,,,waterpoint,,10,365,11.94,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,13,52,1000,1000,1000,1150,2750,17750,300.228124,436.6954531,1069.90386,3599.12213,10406.1125,44748.18071
2023,0.0000,0.0000,0,0,250,0,,waterpoint,unmeasured,10,0,46.32,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,13,52,1000,1000,1000,1200,7600,28100,300.228124,436.6954531,1069.90386,3599.12213,10406.1125,44748.18071
2022,0.0000,0.0000,0,0,250,,,waterpoint,,10,365,6.06,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,13,52,1000,1000,1000,1150,2750,17750,294.7694308,436.6954531,1058.986474,3528.159119,10296.93864,44928.31758
2023,0.0000,0.0000,0,0,250,0,,waterpoint,unmeasured,10,0,34.03,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,13,52,1000,1000,1000,1200,7600,28100,294.7694308,436.6954531,1058.986474,3528.159119,10296.93864,44928.31758
2024,0.0000,0.0000,0,0,250,0,0,waterpoint,unmeasured,10,0,9.26,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,13,52,0,0,50,50,2250,11300,294.7694308,436.6954531,1058.986474,3528.159119,10296.93864,44928.31758
2022,0.0000,0.0000,0,0,250,,,waterpoint,,10,365,23.53,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,16,29,350,350,350,550,4950,10150,229.2651129,420.3193736,769.675736,1889.690949,4604.136124,14422.20421
2023,0.0000,0.0000,0,0,250,0,,waterpoint,unmeasured,10,0,56.69,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,16,29,2600,2600,2600,2600,6200,12600,229.2651129,420.3193736,769.675736,1889.690949,4604.136124,14422.20421
2022,0.0000,0.0000,0,0,250,,,waterpoint,,10,365,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,16,0,1000,1000,1000,3200,4200,32.75215898,54.58693163,645.7417154,1790.489486,5011.595505,19832.58825
2023,0.0000,0.0000,0,0,250,0,,waterpoint,unmeasured,10,0,49.55,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,16,0,1000,1000,2000,3050,7450,32.75215898,54.58693163,645.7417154,1790.489486,5011.595505,19832.58825
2022,0.0000,0.0000,0,0,250,,,waterpoint,,10,365,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27,0,0,0,0,1000,11000,415.6365988,599.7042354,825.3355319,1378.348846,5579.992617,32122.09803
2023,0.0000,0.0000,0,0,250,0,,waterpoint,unmeasured,10,0,8.45,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27,0,0,0,0,2000,16800,415.6365988,599.7042354,825.3355319,1378.348846,5579.992617,32122.09803
2022,0.0000,0.0000,0,0,250,,,waterpoint,,7,365,53.59,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,166,256,1000,2000,5000,46000,196624,288624,0,11.74926247,439.6070568,12439.21393,115600.2186,310011.4105
2022,0.0000,0.0000,0,0,250,,,waterpoint,,7,365,40.78,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,165,256,0,1000,7000,54032,196592,288624,11.74926247,634.4601732,2739.621819,16255.25812,125230.3244,387212.5779
2022,0.0000,0.0000,0,0,250,,,waterpoint,,7,365,62.19,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,8,20,23,96,256,8000,20000,23000,50000,123192,288624,1245.421822,3724.516202,10703.57811,49902.11511,405634.7308,1104976.968
2022,0.0000,0.0000,0,0,250,,,waterpoint,,7,365,65,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,7,20,23,100,256,7000,20000,23000,52000,128392,288624,1362.914446,3642.271365,8588.710863,48113.53209,396858.3447,1076338.297
2022,0.0000,0.0000,0,0,250,,,waterpoint,,7,365,62.19,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,4,12,23,85,256,4000,12000,23000,44000,110152,288624,610.9616483,1738.890845,10186.61056,55350.50299,416858.7073,1156821.871
2022,0.0000,0.0000,0,0,250,,,waterpoint,,7,365,55.78,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,2,11,23,86,256,2000,11000,23000,44000,111152,288624,575.7138609,1868.132732,6744.076656,45208.2239,410978.0605,1119028.293
2022,0.0000,0.0000,0,0,250,,,waterpoint,,7,365,0,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,4,8,23,190,259,4000,8000,23000,90304,218624,289624,908.834405,2612.898914,5765.418257,26912.52077,103355.2989,285345.7013
2022,0.0000,0.0000,0,0,250,,,waterpoint,,7,365,44.59,"1,2,3,4",Handpump,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,73,0,0,0,3000,11000,72032,1508.93041,2583.471762,4183.8525,9396.521187,22176.70451,85735.5529
